,id,location_lat,location_lon
0,1237879827773804545,51.2140585,2.922
1,1237875536807882754,50.888053,4.0590915
2,1237869570192334851,51.2605565,4.3581900000000005
3,1237864826128478208,51.08374600000001,3.7145620000000004
4,1237863661445627907,51.08374600000001,3.7145620000000004
5,1237863321178476549,51.2140585,2.922
6,1237863045570760704,50.888053,4.0590915
7,1237862460054364163,51.0630745,4.7386125
8,1237858877795897344,51.2605565,4.3581900000000005
9,1237856464108052481,50.957361999999996,4.7367475
10,1237855190365040640,51.034881,4.4595319999999985
11,1237854874584268807,51.08374600000001,3.7145620000000004
12,1237854838165102592,51.08374600000001,3.7145620000000004
13,1237853935882235904,51.2605565,4.3581900000000005
14,1237852046495117312,51.3199485,5.009837
15,1237851824972902403,50.85152,4.2279195000000005
16,1237844076113715201,51.054944000000006,4.2310905000000005
17,1237841419919740928,51.11800700000001,3.965336
18,1237841272699641856,51.054944000000006,4.2310905000000005
19,1237840884256747522,50.82067050000001,4.375364
20,1237839933361934338,50.864197999999995,3.8069135
21,1237838858437312515,50.884046000000005,4.7053865
22,1237838709367738371,51.2605565,4.3581900000000005
23,1237838586709344258,50.960605,4.1841495
24,1237838071766245377,50.884046000000005,4.7053865
25,1237836128495046658,50.912478,4.650217
26,1237835429271023619,51.0011135,3.7995845
27,1237835271242211335,51.326901,4.3715475
28,1237833911750852609,50.8797085,3.3983364999999996
29,1237831538353549313,51.2140585,2.922
30,1237831467230810114,50.995511,4.8554875
31,1237831380387745792,51.0286775,4.095382
32,1237831022198362112,51.08374600000001,3.7145620000000004
33,1237830641934311424,50.864197999999995,3.8069135
34,1237829091493101568,51.2140585,2.922
35,1237826400448663554,51.2382775,5.138714
36,1237825973707472896,51.183483,3.8757675000000003
37,1237825501198237696,50.831752,4.754976999999999
38,1237824861038411776,50.960605,4.1841495
39,1237824746416484353,50.869452,5.5329455
40,1237823729054502917,51.08374600000001,3.7145620000000004
41,1237823598577975296,51.034881,4.4595319999999985
42,1237821577280081926,51.08374600000001,3.7145620000000004
43,1237819279204106241,51.1600645,4.522571
44,1237815694022127616,51.08374600000001,3.7145620000000004
45,1237814454907256833,50.788536,4.2434945000000015
46,1237810276399022080,51.034881,4.4595319999999985
47,1237807424498733056,51.08374600000001,3.7145620000000004
48,1237807191970787331,50.9899275,3.871761
49,1237805372259385345,51.08374600000001,3.7145620000000004
50,1237803823420276737,51.1600645,4.522571
51,1237803254148456448,51.08374600000001,3.7145620000000004
52,1237799387528642561,51.034881,4.4595319999999985
53,1237797581234806786,50.959621000000006,4.6375555
54,1237797578646880256,50.887464,3.989641
55,1237797271472914435,50.94709450000001,4.0733855000000005
56,1237796689274077188,51.1129855,2.680939
57,1237795419410714624,50.9458645,4.3721165000000015
58,1237788662655582208,50.57793100000001,3.9031474999999998
59,1237788634570461194,51.2605565,4.3581900000000005
60,1237787867964940295,51.08374600000001,3.7145620000000004
61,1237785284357632001,51.2140585,2.922
62,1237781762484420610,50.788536,4.2434945000000015
63,1237781371982163969,51.2140585,2.922
64,1237777459954749441,51.125626000000004,3.1361205
65,1237774492543471619,51.1752325,4.4583960000000005
66,1237772034391904261,50.884046000000005,4.7053865
67,1237768214244974594,51.1600645,4.522571
68,1237767177593393152,51.1428115,3.714385
69,1237766143164719107,51.1600645,4.522571
70,1237765637113614342,51.2605565,4.3581900000000005
71,1237765418573541382,50.788536,4.2434945000000015
72,1237765405944528896,51.2605565,4.3581900000000005
73,1237764357825626112,51.2140585,2.922
74,1237761792304128002,50.9944055,4.1200305
75,1237757747212541953,51.2140585,2.922
76,1237756351528480771,51.121824,3.2260790000000004
77,1237751625990758402,50.813012,5.1968275
78,1237751269453946882,50.864583,4.348762000000001
79,1237750773263618048,51.1129855,2.680939
80,1237750372518805506,50.889955,5.126658
81,1237749569192165377,51.1594605,4.829109
82,1237745432949817345,51.2382775,5.138714
83,1237732179049840642,51.2382775,5.138714
84,1237731817572184064,51.326901,4.3715475
85,1237730905231327232,51.08374600000001,3.7145620000000004
86,1237730038579150848,51.176707,5.5683915000000015
87,1237728339856588802,50.855017,4.375468
88,1237727977422630914,51.2140585,2.922
89,1237727203183509504,51.075661,5.0149925
90,1237726527523041287,50.790283,4.3627785
91,1237726166359957505,50.8080925,4.9353845000000005
92,1237725167377428481,51.260733,3.2221634999999997
93,1237723005708615681,50.831752,4.754976999999999
94,1237718450375516165,51.260733,3.2221634999999997
95,1237715470389784578,51.2605565,4.3581900000000005
96,1237714698830823424,51.147205,2.836006
97,1237714190753763330,50.9899275,3.871761
98,1237713183315542017,51.2140585,2.922
99,1237711769566674944,50.884046000000005,4.7053865
100,1237711584723640321,51.260733,3.2221634999999997
101,1237710422423351296,51.2605565,4.3581900000000005
102,1237697762801537027,50.813012,5.1968275
103,1237693534158888960,50.884046000000005,4.7053865
104,1237693455515693057,50.90078,4.484782
105,1237691042721402880,51.326901,4.3715475
106,1237690479191474176,50.884046000000005,4.7053865
107,1237690475815067648,51.08374600000001,3.7145620000000004
108,1237688304671305734,51.2605565,4.3581900000000005
109,1237686496334876672,51.2605565,4.3581900000000005
110,1237682525360852992,50.980468,3.7369885000000003
111,1237681948904095744,50.96731850000001,3.9457955
112,1237677696357982208,51.2140585,2.922
113,1237674020058824705,51.1594605,4.829109
114,1237673464716238849,50.813012,5.1968275
115,1237670623830315008,50.9137775,3.3722005
116,1237668785357762560,50.782838,3.381645
117,1237668569720160257,51.1213725,4.4415425000000015
118,1237666803280760832,50.9283025,4.4240275
119,1237663114755289089,50.8625045,4.385111
120,1237662666216390656,51.138397,4.2069425
121,1237661631670366209,50.747726,4.306246
122,1237661353164374017,50.8625045,4.385111
123,1237655712521732099,50.855017,4.375468
124,1237652774990512130,51.21224150000001,4.1133375
125,1237648933809160196,50.9404165,3.1200425000000003
126,1237648200296792064,51.034881,4.4595319999999985
127,1237645684083482624,51.018511,4.5689595
128,1237641389418176512,51.1303805,4.3813355000000005
129,1237636370279075841,50.995511,4.8554875
130,1237636277136220162,50.8660545,2.872818
131,1237629258698285056,51.2605565,4.3581900000000005
132,1237627792805761024,50.8469575,3.6193074999999997
133,1237627570818101251,50.802761,3.2797940000000003
134,1237626199561703424,50.995511,4.8554875
135,1237625120228868096,51.178727,3.2160740000000003
136,1237623773710503936,51.08374600000001,3.7145620000000004
137,1237616493199835137,51.007162,3.3694305
138,1237610236392824833,51.32862400000001,4.4549825
139,1237592731683184640,51.208714,3.6200449999999997
140,1237535017288359936,51.2605565,4.3581900000000005
141,1238251014119137281,51.234142,4.112989
142,1238247316823425025,50.82219600000001,5.042854
143,1238244846370017283,51.1497555,3.341815
144,1238240319914868736,51.2605565,4.3581900000000005
145,1238239938916823043,50.828611,4.2921835
146,1238239189201805313,50.7681995,4.5327055000000005
147,1238238687672008705,51.08374600000001,3.7145620000000004
148,1238238276147908617,51.08374600000001,3.7145620000000004
149,1238237781035491334,51.069478499999995,3.4283405
150,1238237295679021057,51.21224150000001,4.1133375
151,1238237063583055872,51.2605565,4.3581900000000005
152,1238236670950092802,50.884046000000005,4.7053865
153,1238236066148220931,51.039066999999996,3.9851120000000004
154,1238235880411848706,51.2605565,4.3581900000000005
155,1238235737428037634,51.08374600000001,3.7145620000000004
156,1238235526160883712,51.02384,5.288773
157,1238235511581544450,50.8797085,3.3983364999999996
158,1238234742216146951,51.2605565,4.3581900000000005
159,1238233296733077505,51.08374600000001,3.7145620000000004
160,1238232985876430848,51.093268,4.3728815
161,1238232461324271616,51.1192095,4.57457
162,1238231821768437761,51.0011135,3.7995845
163,1238231705099603968,50.957361999999996,4.7367475
164,1238231696144621569,51.2140585,2.922
165,1238231642273124352,51.034881,4.4595319999999985
166,1238230727130578946,50.82219600000001,5.042854
167,1238230576047456259,51.2374695,2.9779455
168,1238230098316349441,50.9404165,3.1200425000000003
169,1238230092381290496,50.884046000000005,4.7053865
170,1238229196155113473,50.8033325,5.6006325
171,1238229179969277960,50.869452,5.5329455
172,1238228887957635073,51.138397,4.2069425
173,1238228775084703746,51.034881,4.4595319999999985
174,1238228646898343936,51.2605565,4.3581900000000005
175,1238227915499876354,51.2374695,2.9779455
176,1238227500305711104,51.204814,4.5221645
177,1238227477455134722,50.8597455,3.27108
178,1238227181353996288,51.034881,4.4595319999999985
179,1238226884778954752,50.884046000000005,4.7053865
180,1238226409660846089,51.168756,4.103524
181,1238226228567556103,50.8456685,5.401075499999998
182,1238225952708141062,51.08374600000001,3.7145620000000004
183,1238225940653715459,50.831752,4.754976999999999
184,1238225924774080512,51.204814,4.5221645
185,1238225490726588418,51.2605565,4.3581900000000005
186,1238225356965937159,50.8661955,2.7010545
187,1238224758250102784,50.733853,4.2420670000000005
188,1238224745822289920,51.08374600000001,3.7145620000000004
189,1238224500283641856,50.830700500000006,4.5171965
190,1238224416468799490,51.2605565,4.3581900000000005
191,1238224127292555266,51.08374600000001,3.7145620000000004
192,1238223966013136901,50.82067050000001,4.375364
193,1238223681555435521,51.0011135,3.7995845
194,1238223489376583682,51.0128805,4.1976865
195,1238223399396282369,51.166538,4.8836115000000015
196,1238223125109714948,50.855017,4.375468
197,1238222848684064769,50.884046000000005,4.7053865
198,1238222616785190914,50.884046000000005,4.7053865
199,1238222237456576512,51.151734499999996,4.6587214999999995
200,1238222201347768320,51.260733,3.2221634999999997
201,1238221482368655361,51.147153499999995,3.6044120000000004
202,1238221278458281989,51.08374600000001,3.7145620000000004
203,1238220932860313606,50.830700500000006,4.5171965
204,1238220848366051330,51.099779,3.8549895
205,1238220794343444481,50.864197999999995,3.8069135
206,1238220515698978818,51.259747,4.23725
207,1238220379992309761,51.260733,3.2221634999999997
208,1238220335830491139,51.2605565,4.3581900000000005
209,1238220177436745728,51.1192095,4.57457
210,1238219968724033537,51.0953975,4.414993
211,1238219504469053443,50.961441,5.6813715
212,1238219312713916416,50.884046000000005,4.7053865
213,1238219274231177218,50.889955,5.126658
214,1238218976855052288,50.830700500000006,4.5171965
215,1238218893157707778,50.862582,3.30873
216,1238218006930612225,50.9888125,3.512203
217,1238217383979954178,51.08374600000001,3.7145620000000004
218,1238217108187725827,51.069478499999995,3.4283405
219,1238215751464558600,50.912703,2.916446
220,1238215074348699651,50.869452,5.5329455
221,1238214993595846656,50.884046000000005,4.7053865
222,1238213645408112640,51.191032,3.100987
